date,amount,income,food,transport,shopping,savings,budget,month,day,is_overspent,category_Bills & Utilities,category_Dining Out,category_Education,category_Entertainment,category_Food & Dining,category_Groceries,category_Healthcare,category_Insurance,category_Investments,category_Rent,category_Shopping,category_Transport,category_Transportation,category_Travel,category_Utilities,payment_method_Cash,payment_method_Credit (Amex),payment_method_Credit (Discover),payment_method_Credit (Mastercard),payment_method_Credit (Visa),payment_method_Credit Card,payment_method_Debit (Mastercard),payment_method_Debit (Prepaid) (Mastercard),payment_method_Debit (Prepaid) (Visa),payment_method_Debit (Visa),payment_method_Debit Card,payment_method_Mobile Wallet,payment_method_Net Banking,payment_method_UPI,day_type_Weekday,day_type_Weekend,cluster
2011-06-01,542.25,5240.0,135.56,54.22,162.67,1049.91,3930.0,6,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-06-01,1096.96,9676.4,274.24,109.7,329.09,2015.32,7257.3,6,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-06-01,1041.05,9056.4,260.26,104.1,312.32,761.93,6792.3,6,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-07-01,545.11,4400.0,136.28,54.51,163.53,948.31,3300.0,7,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-07-01,208.76,3432.0,52.19,20.88,62.63,481.91,2574.0,7,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-07-01,17.47,160.0,4.37,1.75,5.24,32.74,120.0,7,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
2011-07-01,0.48,5.2,0.12,0.05,0.14,0.42,3.9,7,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
2011-07-01,671.84,6816.8,167.96,67.18,201.55,1136.87,5112.6,7,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-07-01,626.39,6932.8,156.6,62.64,187.92,1318.0,5199.6,7,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-07-01,791.44,5983.6,197.86,79.14,237.43,554.0,4487.7,7,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-07-01,487.94,4164.8,121.98,48.79,146.38,795.78,3123.6,7,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-07-01,823.39,8082.4,205.85,82.34,247.02,647.07,6061.8,7,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-07-01,493.1,5120.0,123.28,49.31,147.93,1037.06,3840.0,7,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-07-01,380.94,3377.6,95.24,38.09,114.28,616.77,2533.2,7,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-07-01,647.39,5849.6,161.85,64.74,194.22,739.42,4387.2,7,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-07-01,1.72,25.2,0.43,0.17,0.52,1.58,18.9,7,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
2011-07-01,1.47,20.0,0.37,0.15,0.44,4.02,15.0,7,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
2011-07-01,1325.72,10871.2,331.43,132.57,397.72,1303.53,8153.4,7,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-07-01,123.78,2080.0,30.94,12.38,37.13,407.23,1560.0,7,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-07-01,512.68,6674.8,128.17,51.27,153.8,1017.07,5006.1,7,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-07-01,394.7,3800.0,98.68,39.47,118.41,299.16,2850.0,7,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
2011-07-01,227.17,5211.6,56.79,22.72,68.15,1104.05,3908.7,7,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-07-01,366.09,8120.0,91.52,36.61,109.83,883.56,6090.0,7,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
2011-07-01,250.41,2422.4,62.6,25.04,75.12,219.4,1816.8,7,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-07-01,1353.11,10821.2,338.28,135.31,405.93,1528.68,8115.9,7,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-07-01,1070.68,8069.6,267.67,107.07,321.2,487.58,6052.2,7,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-07-01,423.08,8335.6,105.77,42.31,126.92,1105.01,6251.7,7,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-07-01,113.04,1040.0,28.26,11.3,33.91,226.67,780.0,7,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-07-01,1780.84,25007.6,445.21,178.08,534.25,4419.08,18755.7,7,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-07-01,1349.17,9769.6,337.29,134.92,404.75,2107.06,7327.2,7,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-08-01,840.34,8744.8,210.08,84.03,252.1,756.28,6558.6,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-08-01,1127.19,10245.2,281.8,112.72,338.16,1858.71,7683.9,8,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-08-01,224.75,2680.0,56.19,22.48,67.42,360.63,2010.0,8,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
2011-08-01,3.85,32.0,0.96,0.38,1.16,4.2,24.0,8,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
2011-08-01,625.82,6040.0,156.46,62.58,187.75,390.72,4530.0,8,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-08-01,954.02,14300.0,238.5,95.4,286.21,1658.15,10725.0,8,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-08-01,446.65,4560.0,111.66,44.66,133.99,770.02,3420.0,8,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
2011-08-01,32.34,667.6,8.09,3.23,9.7,127.8,500.7,8,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-08-01,471.93,6609.2,117.98,47.19,141.58,589.49,4956.9,8,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-08-01,618.28,10290.4,154.57,61.83,185.48,970.57,7717.8,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-08-01,604.42,9415.2,151.1,60.44,181.33,1498.15,7061.4,8,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-08-01,584.59,5156.8,146.15,58.46,175.38,827.77,3867.6,8,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-08-01,457.98,4361.2,114.5,45.8,137.39,422.11,3270.9,8,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-08-01,392.34,7210.4,98.08,39.23,117.7,857.83,5407.8,8,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-08-01,200.11,4666.4,50.03,20.01,60.03,434.36,3499.8,8,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-08-01,279.17,6840.0,69.79,27.92,83.75,1481.22,5130.0,8,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
2011-08-01,115.07,2000.0,28.77,11.51,34.52,342.71,1500.0,8,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-08-01,293.28,3453.2,73.32,29.33,87.98,470.25,2589.9,8,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-08-01,470.68,5289.6,117.67,47.07,141.2,914.66,3967.2,8,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-08-01,1.24,23.6,0.31,0.12,0.37,2.58,17.7,8,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
2011-08-01,215.89,3200.0,53.97,21.59,64.77,452.86,2400.0,8,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
2011-08-01,78.37,800.0,19.59,7.84,23.51,93.27,600.0,8,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-08-01,1484.15,12285.2,371.04,148.42,445.24,623.98,9213.9,8,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-08-01,828.27,7216.8,207.07,82.83,248.48,1413.31,5412.6,8,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-08-01,841.15,17954.0,210.29,84.12,252.34,1741.26,13465.5,8,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-08-01,2.27,23.6,0.57,0.23,0.68,2.57,17.7,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,2
2011-08-01,2.9,22.4,0.72,0.29,0.87,4.38,16.8,8,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
2011-08-01,548.24,5640.0,137.06,54.82,164.47,991.14,4230.0,8,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
2011-08-01,299.4,6440.0,74.85,29.94,89.82,1015.54,4830.0,8,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-08-01,25.92,487.2,6.48,2.59,7.78,71.68,365.4,8,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-08-01,472.22,9559.2,118.06,47.22,141.67,1874.69,7169.4,8,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-09-01,645.14,6474.8,161.28,64.51,193.54,959.94,4856.1,9,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-09-01,296.08,4437.2,74.02,29.61,88.82,959.92,3327.9,9,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-09-01,629.06,14935.2,157.26,62.91,188.72,971.32,11201.4,9,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-09-01,94.09,1023.6,23.52,9.41,28.23,146.13,767.7,9,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-09-01,1434.04,10463.2,358.51,143.4,430.21,1485.64,7847.4,9,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-09-01,710.78,7523.2,177.7,71.08,213.23,1256.39,5642.4,9,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-09-01,351.07,3000.0,87.77,35.11,105.32,330.1,2250.0,9,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-09-01,399.69,4798.4,99.92,39.97,119.91,580.84,3598.8,9,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-09-01,1040.97,9216.8,260.24,104.1,312.29,1667.61,6912.6,9,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-09-01,714.18,6656.8,178.54,71.42,214.25,434.54,4992.6,9,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-09-01,246.93,2320.0,61.73,24.69,74.08,250.43,1740.0,9,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-09-01,456.59,4400.0,114.15,45.66,136.98,626.03,3300.0,9,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
2011-09-01,758.29,6240.0,189.57,75.83,227.49,827.35,4680.0,9,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
2011-09-01,802.5,10800.0,200.62,80.25,240.75,1181.65,8100.0,9,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
2011-09-01,1188.6,8720.8,297.15,118.86,356.58,683.84,6540.6,9,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-09-01,1149.44,10019.2,287.36,114.94,344.83,1803.19,7514.4,9,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-09-01,381.56,5103.6,95.39,38.16,114.47,503.49,3827.7,9,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-09-01,495.95,5302.8,123.99,49.6,148.78,679.11,3977.1,9,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-09-01,821.7,10872.0,205.42,82.17,246.51,1942.44,8154.0,9,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-09-01,311.47,6502.8,77.87,31.15,93.44,983.47,4877.1,9,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-09-01,123.73,3014.0,30.93,12.37,37.12,369.35,2260.5,9,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-09-01,149.51,1720.8,37.38,14.95,44.85,236.15,1290.6,9,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-09-01,382.58,3520.0,95.64,38.26,114.77,379.03,2640.0,9,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,2
2011-09-01,2184.26,18608.4,546.07,218.43,655.28,1026.6,13956.3,9,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-09-01,190.15,4302.4,47.54,19.02,57.04,335.56,3226.8,9,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-10-01,295.0,3080.0,73.75,29.5,88.5,407.13,2310.0,10,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,2
2011-10-01,721.75,5637.6,180.44,72.18,216.52,890.16,4228.2,10,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
2011-10-01,191.86,2081.6,47.96,19.19,57.56,162.09,1561.2,10,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
2011-10-01,938.17,9818.4,234.54,93.82,281.45,1388.11,7363.8,10,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
2011-10-01,377.75,3720.0,94.44,37.78,113.32,251.61,2790.0,10,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2
2011-10-01,787.45,7814.4,196.86,78.74,236.24,1616.77,5860.8,10,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
2011-10-01,359.2,3880.0,89.8,35.92,107.76,483.72,2910.0,10,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2
2011-10-01,806.54,6000.0,201.64,80.65,241.96,817.35,4500.0,10,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2011-10-01,472.54,4209.2,118.14,47.25,141.76,288.66,3156.9,10,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
2011-10-01,543.59,11654.8,135.9,54.36,163.08,1665.68,8741.1,10,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
2011-10-01,610.53,6322.8,152.63,61.05,183.16,380.54,4742.1,10,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
2011-10-01,419.74,9507.2,104.94,41.97,125.92,1116.43,7130.4,10,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
2011-10-01,378.03,4320.0,94.51,37.8,113.41,324.42,3240.0,10,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2
2011-10-01,566.32,6360.0,141.58,56.63,169.9,477.21,4770.0,10,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
2011-10-01,548.53,5166.0,137.13,54.85,164.56,663.25,3874.5,10,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
2011-10-01,418.35,6680.0,104.59,41.84,125.5,708.34,5010.0,10,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2011-10-01,654.15,7449.6,163.54,65.42,196.24,1056.99,5587.2,10,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
2011-10-01,185.35,2805.6,46.34,18.54,55.6,209.56,2104.2,10,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
2011-10-01,578.28,4671.6,144.57,57.83,173.48,1023.37,3503.7,10,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
2011-10-01,2766.64,34504.8,691.66,276.66,829.99,4076.63,25878.6,10,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
2011-10-01,583.96,4437.6,145.99,58.4,175.19,239.14,3328.2,10,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
2011-10-01,450.79,6600.0,112.7,45.08,135.24,336.0,4950.0,10,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2011-10-01,661.43,5641.6,165.36,66.14,198.43,865.05,4231.2,10,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
2011-10-01,807.89,8115.6,201.97,80.79,242.37,1019.21,6086.7,10,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
2011-10-01,342.93,4040.0,85.73,34.29,102.88,780.21,3030.0,10,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2011-10-01,615.47,13485.2,153.87,61.55,184.64,1850.75,10113.9,10,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2
2011-10-01,482.57,3480.0,120.64,48.26,144.77,643.78,2610.0,10,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2
2011-10-01,363.32,5690.8,90.83,36.33,109.0,995.89,4268.1,10,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,2
2011-10-01,3.68,38.0,0.92,0.37,1.1,2.98,28.5,10,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2
2011-10-01,2.43,22.0,0.61,0.24,0.73,4.54,16.5,10,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,2
2011-11-01,4.06,36.4,1.01,0.41,1.22,1.92,27.3,11,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
2011-11-01,490.72,3960.0,122.68,49.07,147.22,351.94,2970.0,11,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-11-01,1053.57,9337.2,263.39,105.36,316.07,799.69,7002.9,11,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-11-01,417.6,4480.0,104.4,41.76,125.28,985.23,3360.0,11,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-11-01,1669.24,16365.6,417.31,166.92,500.77,1996.51,12274.2,11,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-11-01,519.88,4877.6,129.97,51.99,155.96,251.94,3658.2,11,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-11-01,313.31,3440.0,78.33,31.33,93.99,404.96,2580.0,11,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-11-01,371.21,3880.0,92.8,37.12,111.36,589.86,2910.0,11,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2
2011-11-01,183.47,4250.8,45.87,18.35,55.04,712.12,3188.1,11,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,2
2011-11-01,979.82,9475.2,244.96,97.98,293.95,1622.63,7106.4,11,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,2
2011-11-01,5.44,43.6,1.36,0.54,1.63,8.23,32.7,11,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2
